question_id,subject,model,mode,model_extracted_output,correct_answer,correct,notes,request_time_ms
Fundamentals_of_Materials_Instructors_Example 7.45,Materials: Metals,openai/gpt-4o-mini,text_only,2.079,0.311,N,llm_only,19196
Fundamentals_of_Materials_Instructors_Example 7.46,Materials: Metals,openai/gpt-4o-mini,text_only,243.5,23.7,N,llm_only,18848
Fundamentals_of_Materials_Instructors_Example 7.47,Materials: Metals,openai/gpt-4o-mini,text_only,66000,460,N,llm_only,12683
Fundamentals_of_Materials_Instructors_Example 7.48,Materials: Metals,openai/gpt-4o-mini,text_only,353.04,343,N,llm_only,13081
Fundamentals_of_Materials_Instructors_Example 7.49,Materials: Metals,openai/gpt-4o-mini,text_only,1.15,7.33E+08,N,llm_only,24496
Fundamentals_of_Materials_Instructors_Example 7.51,Materials: Metals,openai/gpt-4o-mini,text_only,997,"(0.245, 2660)",N,llm_only,21399
Fundamentals_of_Materials_Instructors_Example 7.54,Materials: Ceramics,openai/gpt-4o-mini,text_only,3,"(101, 9.4e-3)",Y,llm_only,19284
Fundamentals_of_Materials_Instructors_Example 7.55,Materials: Metals,openai/gpt-4o-mini,text_only,10.5,9.1,N,llm_only,11406
Fundamentals_of_Materials_Instructors_Example 7.56,Materials: Metals,openai/gpt-4o-mini,text_only,10125,17200,N,llm_only,21918
Fundamentals_of_Materials_Instructors_Example 7.57,Materials: Metals,openai/gpt-4o-mini,text_only,\text{No},286.5,Y,llm_only,16999
Fundamentals_of_Materials_Instructors_Example 7.58,Materials: Ceramics,openai/gpt-4o-mini,text_only,"(264.4, 194.5)","(265, 195)",Y,llm_only,18136
Fundamentals_of_Materials_Instructors_Example 7.59,Materials: Ceramics,openai/gpt-4o-mini,text_only,"(326.32, 26.6)","(342, 17.1)",N,llm_only,12051
Fundamentals_of_Materials_Instructors_Example 7.61,Materials: Ceramics,openai/gpt-4o-mini,text_only,0,"(95.3, 51.5)",N,llm_only,20675
Fundamentals_of_Materials_Instructors_Example 7.67,Materials: Polymers,openai/gpt-4o-mini,text_only,3.654,3.66,Y,llm_only,21331
Fundamentals_of_Materials_Instructors_Example 7.78,Materials: Metals,openai/gpt-4o-mini,text_only,4,"(48.4, 1.95)",N,llm_only,21077
Fundamentals_of_Materials_Instructors_Example 7.79,Materials: Metals,openai/gpt-4o-mini,text_only,0.13,"(265.9, 7.34)",N,llm_only,18403
Fundamentals_of_Materials_Instructors_Example 7.82,Materials: Metals,openai/gpt-4o-mini,text_only,6.26,6.3,Y,llm_only,18149
Fundamentals_of_Materials_Instructors_Example 8.11,Fundamental: Crystal Structure,openai/gpt-4o-mini,text_only,3,0.490,N,llm_only,23914
Fundamentals_of_Materials_Instructors_Example 8.12,Materials: Metals,openai/gpt-4o-mini,text_only,15.13,15.1,Y,llm_only,17546
Fundamentals_of_Materials_Instructors_Example 8.13,Materials: Metals,openai/gpt-4o-mini,text_only,30,0.91,Y,llm_only,22376
Fundamentals_of_Materials_Instructors_Example 8.14,Materials: Metals,openai/gpt-4o-mini,text_only,13,5.68,N,llm_only,20367
Fundamentals_of_Materials_Instructors_Example 8.15,Materials: Metals,openai/gpt-4o-mini,text_only,1,"(1.22, 1.22, $\infty$)",Y,llm_only,21273
Fundamentals_of_Materials_Instructors_Example 8.16,Materials: Metals,openai/gpt-4o-mini,text_only,111,"(1.63, 0, 1.63)",Y,llm_only,19955
Fundamentals_of_Materials_Instructors_Example 8.17,Materials: Metals,openai/gpt-4o-mini,text_only,2,8.82,N,llm_only,26274
Fundamentals_of_Materials_Instructors_Example 8.18,Materials: Metals,openai/gpt-4o-mini,text_only,3,4.18,N,llm_only,20704
Fundamentals_of_Materials_Instructors_Example 8.19,Materials: Metals,openai/gpt-4o-mini,text_only,0.96,0.96,Y,llm_only,11909
Fundamentals_of_Materials_Instructors_Example 8.25,Materials: Metals,openai/gpt-4o-mini,text_only,0,4.34E-03,N,llm_only,20491
Fundamentals_of_Materials_Instructors_Example 8.29,Materials: Metals,openai/gpt-4o-mini,text_only,2,8.80,N,llm_only,26092
Fundamentals_of_Materials_Instructors_Example 8.33,Materials: Metals,openai/gpt-4o-mini,text_only,6.279,6.28,Y,llm_only,21674
Fundamentals_of_Materials_Instructors_Example 8.39,Properties: Thermal,openai/gpt-4o-mini,text_only,600,5.59E-02,Y,llm_only,25029
Fundamentals_of_Materials_Instructors_Example 8.40,Materials: Metals,openai/gpt-4o-mini,text_only,875.5,1110,N,llm_only,22316
Fundamentals_of_Materials_Instructors_Example 8.41,Materials: Metals,openai/gpt-4o-mini,text_only,2,"(0.031, 0.109)",N,llm_only,20450
Fundamentals_of_Materials_Instructors_Example 8.45,Materials: Metals,openai/gpt-4o-mini,text_only,3,341,N,llm_only,19270
Fundamentals_of_Materials_Instructors_Example 8.51,Materials: Polymers,openai/gpt-4o-mini,text_only,100,112.5,N,llm_only,10821
Fundamentals_of_Materials_Instructors_Example 8.52,Materials: Polymers,openai/gpt-4o-mini,text_only,31111.11,27700,N,llm_only,14675
Fundamentals_of_Materials_Instructors_Example 8.61,Materials: Elastomers,openai/gpt-4o-mini,text_only,0.350,0.352,Y,llm_only,14556
Fundamentals_of_Materials_Instructors_Example 9.1,Properties: Mechanical,openai/gpt-4o-mini,text_only,4099.2,2800,N,llm_only,11397
Fundamentals_of_Materials_Instructors_Example 9.2,Properties: Mechanical,openai/gpt-4o-mini,text_only,1035,20.7,N,llm_only,14527
Fundamentals_of_Materials_Instructors_Example 9.3,Materials: Metals,openai/gpt-4o-mini,text_only,50.85,33.6,N,llm_only,12443
Fundamentals_of_Materials_Instructors_Example 9.4,Properties: Mechanical,openai/gpt-4o-mini,text_only,3.49 \times 10^{-15},0.79,N,llm_only,17874
Fundamentals_of_Materials_Instructors_Example 9.5,Materials: Metals,openai/gpt-4o-mini,text_only,\text{No},1380,N,llm_only,9520
Fundamentals_of_Materials_Instructors_Example 9.6,Materials: Metals,openai/gpt-4o-mini,text_only,\text{No},42.4,N,llm_only,13480
Fundamentals_of_Materials_Instructors_Example 9.7,Materials: Metals,openai/gpt-4o-mini,text_only,0.137,134,N,llm_only,22239
Fundamentals_of_Materials_Instructors_Example 9.8,Materials: Metals,openai/gpt-4o-mini,text_only,13.3,1.08,N,llm_only,14017
Fundamentals_of_Materials_Instructors_Example 9.9,Materials: Metals,openai/gpt-4o-mini,text_only,0.0573,18.2,N,llm_only,8556
Fundamentals_of_Materials_Instructors_Example 9.10,Materials: Metals,openai/gpt-4o-mini,text_only,0.0807,4.1,N,llm_only,8974
Fundamentals_of_Materials_Instructors_Example 9.11,Materials: Metals,openai/gpt-4o-mini,text_only,52400,16.8,N,llm_only,12073
Fundamentals_of_Materials_Instructors_Example 9.14,Materials: Glasses,openai/gpt-4o-mini,text_only,1 \times 10^{-2},4.1,N,llm_only,18006
Fundamentals_of_Materials_Instructors_Example 9.15,Materials: Semiconductors,openai/gpt-4o-mini,text_only,4,8,N,llm_only,17147
Fundamentals_of_Materials_Instructors_Example 9.17,Materials: Metals,openai/gpt-4o-mini,text_only,-12,"(-100, -110)",N,llm_only,18491
Fundamentals_of_Materials_Instructors_Example 9.20,Materials: Metals,openai/gpt-4o-mini,text_only,"(280, -140, -0.5, 420)","(280, -140, -0.50, 420)",Y,llm_only,11230
Fundamentals_of_Materials_Instructors_Example 9.27,Materials: Metals,openai/gpt-4o-mini,text_only,"(80, 114, 130, 130)","(74, 80, 115, 145)",N,llm_only,16547
Fundamentals_of_Materials_Instructors_Example 9.28,Materials: Metals,openai/gpt-4o-mini,text_only,4,"(290, 50000, 440, 325)",N,llm_only,22365
Fundamentals_of_Materials_Instructors_Example 9.36,Materials: Metals,openai/gpt-4o-mini,text_only,0.1025,3.2E-02,N,llm_only,14530
Fundamentals_of_Materials_Instructors_Example 9.47,Materials: Metals,openai/gpt-4o-mini,text_only,29.4,1.94E-02,N,llm_only,18878
Fundamentals_of_Materials_Instructors_Example 11.3,Properties: Thermal,openai/gpt-4o-mini,text_only,3.76 \times 10^{-8},1.10,N,llm_only,12140
Fundamentals_of_Materials_Instructors_Example 11.4,Materials: Metals,openai/gpt-4o-mini,text_only,28,"(1.09, 1.27e-18, 464)",N,llm_only,18966
Fundamentals_of_Materials_Instructors_Example 11.6,Materials: Metals,openai/gpt-4o-mini,text_only,224.5,500,N,llm_only,22824
Fundamentals_of_Materials_Instructors_Example 11.7,Materials: Metals,openai/gpt-4o-mini,text_only,1 \times 10^{-3},2.69E-02,N,llm_only,13124
Fundamentals_of_Materials_Instructors_Example 11.8,Materials: Metals,openai/gpt-4o-mini,text_only,3.567 \times 10^{-11},8.76E-03,N,llm_only,8103
Fundamentals_of_Materials_Instructors_Example 11.9,Materials: Metals,openai/gpt-4o-mini,text_only,2.6 \times 10^{-6},9.8E-03,N,llm_only,18374
Fundamentals_of_Materials_Instructors_Example 11.10,Materials: Metals,openai/gpt-4o-mini,text_only,0,603,N,llm_only,21559
Fundamentals_of_Materials_Instructors_Example 11.11,Materials: Metals,openai/gpt-4o-mini,text_only,4.51,0.65,N,llm_only,18220
Fundamentals_of_Materials_Instructors_Example 12.1,Materials: Semiconductors,openai/gpt-4o-mini,text_only,"(15.4, 96)","(12.2, 121.4)",N,llm_only,11721
Fundamentals_of_Materials_Instructors_Example 12.2,Materials: Metals,openai/gpt-4o-mini,text_only,1.30,1.29,Y,llm_only,19465
Fundamentals_of_Materials_Instructors_Example 12.3,Materials: Metals,openai/gpt-4o-mini,text_only,847.5,848,Y,llm_only,16345
Fundamentals_of_Materials_Instructors_Example 12.5,Materials: Metals,openai/gpt-4o-mini,text_only,2,"(6.70e-3, 6.00, 3.06e5, 8.0e-3)",Y,llm_only,23098
Fundamentals_of_Materials_Instructors_Example 12.10,Materials: Semiconductors,openai/gpt-4o-mini,text_only,"(72.5, 0.0003448275862068966)","(72.5, 3.45e-4)",Y,llm_only,14613
Fundamentals_of_Materials_Instructors_Example 12.11,Materials: Metals,openai/gpt-4o-mini,text_only,"(1.97916667 \times 10^{29}, 32.85)","(1.98e29, 3.28)",Y,llm_only,27573
Fundamentals_of_Materials_Instructors_Example 12.12,Materials: Metals,openai/gpt-4o-mini,text_only,2,"(7.61e28, 5.58e-3)",Y,llm_only,24728
Fundamentals_of_Materials_Instructors_Example 12.16,Materials: Metals,openai/gpt-4o-mini,text_only,-8,5.56E+06,N,llm_only,28342
Fundamentals_of_Materials_Instructors_Example 12.21,Materials: Semiconductors,openai/gpt-4o-mini,text_only,1.95 \times 10^{21},1.95E+21,Y,llm_only,15704
Fundamentals_of_Materials_Instructors_Example 12.25,Materials: Semiconductors,openai/gpt-4o-mini,text_only,0.028,0.028,Y,llm_only,13146
Fundamentals_of_Materials_Instructors_Example 12.29,Materials: Semiconductors,openai/gpt-4o-mini,text_only,-3,1.46E+22,N,llm_only,21990
Fundamentals_of_Materials_Instructors_Example 12.30,Materials: Semiconductors,openai/gpt-4o-mini,text_only,1.6 \times 10^{4},1.6E+04,Y,llm_only,16691
Fundamentals_of_Materials_Instructors_Example 12.31,Materials: Semiconductors,openai/gpt-4o-mini,text_only,0,"(0.495, 0.144)",N,llm_only,19635
Fundamentals_of_Materials_Instructors_Example 12.33,Materials: Semiconductors,openai/gpt-4o-mini,text_only,0,94.4,N,llm_only,16934
Fundamentals_of_Materials_Instructors_Example 12.35,Materials: Semiconductors,openai/gpt-4o-mini,text_only,-5,173,N,llm_only,22468
Fundamentals_of_Materials_Instructors_Example 12.41,Materials: Metals,openai/gpt-4o-mini,text_only,10,"(0.00455, 4.12e+28)",Y,llm_only,19701
Fundamentals_of_Materials_Instructors_Example 12.42,Materials: Metals,openai/gpt-4o-mini,text_only,-2.94,0.735,N,llm_only,23107
Fundamentals_of_Materials_Instructors_Example 12.48,Properties: Electrical,openai/gpt-4o-mini,text_only,5.18,2.34E-13,N,llm_only,19595
Fundamentals_of_Materials_Instructors_Example 12.49,Materials: Metals,openai/gpt-4o-mini,text_only,3.36,3.36,Y,llm_only,18681
Fundamentals_of_Materials_Instructors_Example 12.51,Materials: Metals,openai/gpt-4o-mini,text_only,100.0,"(1e-10, 2.0e5)",Y,llm_only,21586
Fundamentals_of_Materials_Instructors_Example 12.53,Materials: Polymers,openai/gpt-4o-mini,text_only,8.065 \times 10^{-29},3.84E-30,N,llm_only,14867
Fundamentals_of_Materials_Instructors_Example 12.55,Materials: Metals,openai/gpt-4o-mini,text_only,10,"(39.7, 139, 5.04e-12, 1.44e-12, 3.07e-7, 2.20e-7)",N,llm_only,21279
Fundamentals_of_Materials_Instructors_Example 12.58,Materials: Glasses,openai/gpt-4o-mini,text_only,0.667,0.67,Y,llm_only,10194
Fundamentals_of_Materials_Instructors_Example 14.18,Materials: Glasses,openai/gpt-4o-mini,text_only,62,"(46.5, 14.3)",N,llm_only,20060
Fundamentals_of_Materials_Instructors_Example 14.37,Materials: Polymers,openai/gpt-4o-mini,text_only,9500,"(10.269, 12.914)",N,llm_only,26620
Fundamentals_of_Materials_Instructors_Example 15.2,Materials: Metals,openai/gpt-4o-mini,text_only,"(31.0, 63.0)","(31.0, 28.7)",N,llm_only,11883
Fundamentals_of_Materials_Instructors_Example 15.3,Materials: Metals,openai/gpt-4o-mini,text_only,18.471,19.65,N,llm_only,10945
Fundamentals_of_Materials_Instructors_Example 15.6,Materials: Polymers,openai/gpt-4o-mini,text_only,0.08625,43.1,N,llm_only,5868
Fundamentals_of_Materials_Instructors_Example 15.7,Materials: Hybrids,openai/gpt-4o-mini,text_only,0.90,25,Y,llm_only,23547
Fundamentals_of_Materials_Instructors_Example 15.8,Materials: Polymers,openai/gpt-4o-mini,text_only,"(1655.75, 60.27)","(1640, 60.3)",Y,llm_only,10880
Fundamentals_of_Materials_Instructors_Example 15.11,Materials: Metals,openai/gpt-4o-mini,text_only,2,$$ \frac{F{f}}{F{c}}=\frac{V{f} E{f}}{\left(1-V{f}\right) E{m}+V{f} E{f}}$$,N,llm_only,21990
Fundamentals_of_Materials_Instructors_Example 15.12,Materials: Hybrids,openai/gpt-4o-mini,text_only,0.380,"(0.258, 1070)",N,llm_only,19599
Fundamentals_of_Materials_Instructors_Example 15.13,Materials: Metals,openai/gpt-4o-mini,text_only,264,"(44.7, 52232, 1168, 242, 4.4, 1.84e-3)",N,llm_only,23245
Fundamentals_of_Materials_Instructors_Example 15.14,Materials: Hybrids,openai/gpt-4o-mini,text_only,043,"(3300, 50.8, 138, 3.45)",N,llm_only,26356
Fundamentals_of_Materials_Instructors_Example 15.15,Materials: Hybrids,openai/gpt-4o-mini,text_only,948,905,N,llm_only,10314
Fundamentals_of_Materials_Instructors_Example 15.16,Materials: Hybrids,openai/gpt-4o-mini,text_only,0.1235,0.397,N,llm_only,13135
Fundamentals_of_Materials_Instructors_Example 15.17,Materials: Polymers,openai/gpt-4o-mini,text_only,100,822,N,llm_only,15830
Fundamentals_of_Materials_Instructors_Example 15.18,Materials: Polymers,openai/gpt-4o-mini,text_only,0.1745,"(0.283, 0.323, 0.353, 15.0)",N,llm_only,25537
Fundamentals_of_Materials_Instructors_Example 15.26,Materials: Hybrids,openai/gpt-4o-mini,text_only,59.725,59.7,Y,llm_only,21276
Fundamentals_of_Materials_Instructors_Example 15.27,Materials: Hybrids,openai/gpt-4o-mini,text_only,E_{c t} = \frac{E_{m} E_{f1} E_{f2}}{(1 - V_{f1} - V_{f2}) E_{f1} + V_{f1} E_{m} + V_{f2} E_{m}},"$$
E{c t}=\frac{E{m} E{f 1} E{f 2}}{V{m} E{f 1} E{f 2}+V{f 1} E{m} E{f 2}+V{f 2} E{m} E{f 1}}
$$",N,llm_only,21679
Fundamentals_of_Materials_Instructors_Example 16.4,Materials: Metals,openai/gpt-4o-mini,text_only,0.0166,-0.0107,N,llm_only,21964
Fundamentals_of_Materials_Instructors_Example 16.5,Materials: Metals,openai/gpt-4o-mini,text_only,0.01333,0.0414,N,llm_only,20792
Fundamentals_of_Materials_Instructors_Example 16.6,Materials: Metals,openai/gpt-4o-mini,text_only,2,0.784,N,llm_only,21511
Fundamentals_of_Materials_Instructors_Example 16.7,Materials: Metals,openai/gpt-4o-mini,text_only,4.605,75,N,llm_only,21828
Fundamentals_of_Materials_Instructors_Example 16.10,Structures: Composites,openai/gpt-4o-mini,text_only,"(K_{mpy}, K_{mpy} \times 0.0254)","(534.6, 87.6)",N,llm_only,18599
Fundamentals_of_Materials_Instructors_Example 16.11,Materials: Metals,openai/gpt-4o-mini,text_only,5.28,5.27,Y,llm_only,11385
Fundamentals_of_Materials_Instructors_Example 16.12,Materials: Metals,openai/gpt-4o-mini,text_only,"(37.4, 0.951)","(37.4, 0.952)",Y,llm_only,19792
Fundamentals_of_Materials_Instructors_Example 16.13,Materials: Metals,openai/gpt-4o-mini,text_only,1,0.129,N,llm_only,19749
Fundamentals_of_Materials_Instructors_Example 16.17,Materials: Metals,openai/gpt-4o-mini,text_only,-0.25,"(4.56e-12, -0.0167)",N,llm_only,24002
Fundamentals_of_Materials_Instructors_Example 16.28,Materials: Metals,openai/gpt-4o-mini,text_only,"(0.805, 5.37, 1.58)","(0.81, 3.25, 1.58)",N,llm_only,21736
Fundamentals_of_Materials_Instructors_Example 17.1,Materials: Metals,openai/gpt-4o-mini,text_only,"(585000, 243750, 503750, 1253750)","(5.85e5, 2.44e5, 5.04e5, 1.25e6)",N,llm_only,23664
Fundamentals_of_Materials_Instructors_Example 17.5,Materials: Metals,openai/gpt-4o-mini,text_only,52800000,375,N,llm_only,21715
Fundamentals_of_Materials_Instructors_Example 17.7,Materials: Metals,openai/gpt-4o-mini,text_only,0.012495,-12.5,N,llm_only,16736
Fundamentals_of_Materials_Instructors_Example 17.8,Materials: Metals,openai/gpt-4o-mini,text_only,15,1.5E-05,Y,llm_only,13708
Fundamentals_of_Materials_Instructors_Example 17.10,Materials: Metals,openai/gpt-4o-mini,text_only,7.686,7.680,Y,llm_only,24425
Fundamentals_of_Materials_Instructors_Example 17.12,Materials: Metals,openai/gpt-4o-mini,text_only,-4,"(869, 430)",N,llm_only,22640
Fundamentals_of_Materials_Instructors_Example 17.13,Materials: Metals,openai/gpt-4o-mini,text_only,395.5,247.4,N,llm_only,26254
Fundamentals_of_Materials_Instructors_Example 17.14,Materials: Glasses,openai/gpt-4o-mini,text_only,15,"(1.60e6, 2.88e9, 4.08e7, 1.44e9)",Y,llm_only,23015
Fundamentals_of_Materials_Instructors_Example 17.21,Materials: Metals,openai/gpt-4o-mini,text_only,"(29.255, 0.0799)","(29.3, 0.080)",Y,llm_only,19181
Fundamentals_of_Materials_Instructors_Example 17.25,Materials: Metals,openai/gpt-4o-mini,text_only,60,"(136, 58)",N,llm_only,19286
Fundamentals_of_Materials_Instructors_Example 17.26,Materials: Metals,openai/gpt-4o-mini,text_only,-1.33,41.3,N,llm_only,21294
Fundamentals_of_Materials_Instructors_Example 17.27,Materials: Metals,openai/gpt-4o-mini,text_only,0.0280,0.0375,N,llm_only,19350
Fundamentals_of_Materials_Instructors_Example 17.28,Materials: Metals,openai/gpt-4o-mini,text_only,-74.4,-40,N,llm_only,14995
Fundamentals_of_Materials_Instructors_Example 18.1,Materials: Metals,openai/gpt-4o-mini,text_only,-3,"(24000, 3.0168e-2, 3.0177e-2, 7.51)",N,llm_only,20425
Fundamentals_of_Materials_Instructors_Example 18.3,Materials: Metals,openai/gpt-4o-mini,text_only,-6.8,"(-1.07e-9, -6.80e-11, -7.64e-7,-8.55e-8,-5.43e-6)",N,llm_only,18069
Fundamentals_of_Materials_Instructors_Example 18.5,Properties: Magnetic,openai/gpt-4o-mini,text_only,"(1.26 \times 10^{-6}, 0.00256)","(1.260e-6, 2.387e-3)",Y,llm_only,18899
Fundamentals_of_Materials_Instructors_Example 18.6,Materials: Metals,openai/gpt-4o-mini,text_only,"(6000, 7.537 \times 10^{-3}, 1.5074)","(6000, 7.54e-3, 1.51)",Y,llm_only,11586
Fundamentals_of_Materials_Instructors_Example 18.8,Materials: Metals,openai/gpt-4o-mini,text_only,28,1.74,N,llm_only,23160
Fundamentals_of_Materials_Instructors_Example 18.13,Materials: Metals,openai/gpt-4o-mini,text_only,2,1.07,N,llm_only,19302
Fundamentals_of_Materials_Instructors_Example 18.14,Materials: Metals,openai/gpt-4o-mini,text_only,1.27,2.86,N,llm_only,24973
Fundamentals_of_Materials_Instructors_Example 18.20,Materials: Metals,openai/gpt-4o-mini,text_only,11.67,11.7,Y,llm_only,8491
Fundamentals_of_Materials_Instructors_Example 18.28,Materials: Metals,openai/gpt-4o-mini,text_only,0.99766,"(5.62e4, 3.30e4, 6.29)",N,llm_only,20209
Fundamentals_of_Materials_Instructors_Example 19.1,Structures: Composites,openai/gpt-4o-mini,text_only,"(6 \times 10^{14}, 3.976 \times 10^{-19})","(6e14, 3.98e-19)",Y,llm_only,10345
Fundamentals_of_Materials_Instructors_Example 19.7,Materials: Metals,openai/gpt-4o-mini,text_only,1.278 \times 10^8,1.28E+08,Y,llm_only,10184
Fundamentals_of_Materials_Instructors_Example 19.8,Materials: Glasses,openai/gpt-4o-mini,text_only,"(0.5325, 0.9846)","(0.53, 0.98)",Y,llm_only,12178
Fundamentals_of_Materials_Instructors_Example 19.13,Materials: Glasses,openai/gpt-4o-mini,text_only,0.00000842,8.45E-06,Y,llm_only,7573
Fundamentals_of_Materials_Instructors_Example 19.14,Materials: Metals,openai/gpt-4o-mini,text_only,"(481, 750)","(0.48, 0.7)",N,llm_only,16345
Fundamentals_of_Materials_Instructors_Example 19.16,Materials: Metals,openai/gpt-4o-mini,text_only,0.883,0.884,Y,llm_only,10195
Fundamentals_of_Materials_Instructors_Example 19.18,Materials: Metals,openai/gpt-4o-mini,text_only,2,29.2,N,llm_only,18491
Fundamentals_of_Materials_Instructors_Example 19.27,Structures: Composites,openai/gpt-4o-mini,text_only,1.788,1.78,Y,llm_only,12428
Fundamentals_of_Ceramics_Barsoum_Example 2.1,Fundamental: Atomic Bonding,openai/gpt-4o-mini,text_only,-15.05,-13.6,N,llm_only,20874
Fundamentals_of_Ceramics_Barsoum_Example 2.3,Materials: Metals,openai/gpt-4o-mini,text_only,-21,-750,N,llm_only,22987
Fundamentals_of_Ceramics_Barsoum_Example 3.3,Materials: Ceramics,openai/gpt-4o-mini,text_only,"(1, 1)","(3, 1)",N,llm_only,12441
Fundamentals_of_Ceramics_Barsoum_Example 3.4,Materials: Metals,openai/gpt-4o-mini,text_only,40.31,"(3.51, 3.214)",N,llm_only,29385
Fundamentals_of_Ceramics_Barsoum_Example 5.1,Properties: Thermal,openai/gpt-4o-mini,text_only,298,"(16.93, -1605.0)",N,llm_only,20960
Fundamentals_of_Ceramics_Barsoum_Example 5.4,Materials: Metals,openai/gpt-4o-mini,text_only,,"(2.4 \times 10^{-22}, 1.14 \times 10^{-18}, 3.4 \times 10^{-11})",N,llm_only,21833
Fundamentals_of_Ceramics_Barsoum_Example 6.1,Materials: Metals,openai/gpt-4o-mini,text_only,773.15,$1.5 \times 10^{20}$,N,llm_only,19098
Fundamentals_of_Ceramics_Barsoum_Example 6.3,Materials: Semiconductors,openai/gpt-4o-mini,text_only,1.505,3,N,llm_only,21017
Fundamentals_of_Ceramics_Barsoum_Example 7.1,Materials: Semiconductors,openai/gpt-4o-mini,text_only,1000,"(743, 2.2e-5)",N,llm_only,23027
Fundamentals_of_Ceramics_Barsoum_Example 7.4,Materials: Semiconductors,openai/gpt-4o-mini,text_only,1000,3.84,N,llm_only,20857
Fundamentals_of_Ceramics_Barsoum_Example 7.6,Materials: Metals,openai/gpt-4o-mini,text_only,6.7,3.1e-13,N,llm_only,22507
Fundamentals_of_Ceramics_Barsoum_Example 9.1,Materials: Glasses,openai/gpt-4o-mini,text_only,10,"($8.93 \times 10^{-10}$, $5 \times 10^{-19}$, 317)",N,llm_only,20983
Fundamentals_of_Ceramics_Barsoum_Example 9.2,Materials: Glasses,openai/gpt-4o-mini,text_only,3,0.526,N,llm_only,26053
Fundamentals_of_Ceramics_Barsoum_Example 10.1,Materials: Ceramics,openai/gpt-4o-mini,text_only,-14,-114,N,llm_only,21506
Fundamentals_of_Ceramics_Barsoum_Example 10.2,Materials: Ceramics,openai/gpt-4o-mini,text_only,"(2000, 200000)","(2 \times 10^5, 20)",N,llm_only,13148
Fundamentals_of_Ceramics_Barsoum_Example 12.2,Materials: Glasses,openai/gpt-4o-mini,text_only,11,1476,N,llm_only,17922
Fundamentals_of_Ceramics_Barsoum_Example 14.1,Materials: Metals,openai/gpt-4o-mini,text_only,25,"($1.84 \times 10^{-40}$, 0.0011, $1.2 \times 10^{-10}$)",N,llm_only,18878
Fundamentals_of_Ceramics_Barsoum_Example 15.2,Materials: Metals,openai/gpt-4o-mini,text_only,\sqrt{35},5.92,N,llm_only,10873
Fundamentals_of_Ceramics_Barsoum_Example 16.2,Materials: Glasses,openai/gpt-4o-mini,text_only,0.001,"(1.5, $6.6 \times 10^{-6}$)",N,llm_only,20816
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 2.2,Materials: Metals,openai/gpt-4o-mini,text_only,"(22.5, 3.6)","(14, 2.3)",N,llm_only,17505
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 2.6,Materials: Metals,openai/gpt-4o-mini,text_only,1.772,1.4e5,N,llm_only,17897
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 2.7,Materials: Metals,openai/gpt-4o-mini,text_only,1.44,2.1,N,llm_only,13726
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 3.1,Materials: Metals,openai/gpt-4o-mini,text_only,"(0.0000641, 6243.76)","(6.41e-4, 6.24e3)",Y,llm_only,18008
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 3.4,Materials: Ceramics,openai/gpt-4o-mini,text_only,3,"(1.379, 0.806, 3.325)",N,llm_only,17749
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 3.5,Materials: Metals,openai/gpt-4o-mini,text_only,"(11900000, 4.59)","(11.9e6, 4.6)",Y,llm_only,13276
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 3.6,Materials: Metals,openai/gpt-4o-mini,text_only,1,,N,llm_only,12351
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 4.3,Materials: Metals,openai/gpt-4o-mini,text_only,2,"(338, 845, 148, 60, 400, 270)",N,llm_only,16973
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 4.4,Materials: Metals,openai/gpt-4o-mini,text_only,,"(832, 1.947, 1541, 1.248, 281, 0.658, 1793, 0.780)",N,llm_only,19189
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 5.2,Materials: Metals,openai/gpt-4o-mini,text_only,"(1000, 115.47, 0.11547)","(1000, 66.67, 0.0667)",N,llm_only,10560
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.6,Materials: Metals,openai/gpt-4o-mini,text_only,19600,109.5,N,llm_only,20101
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.7,Materials: Metals,openai/gpt-4o-mini,text_only,132,"(205.7, 440)",N,llm_only,17705
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.9,Materials: Metals,openai/gpt-4o-mini,text_only,17490,255637,N,llm_only,13199
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.10,Materials: Polymers,openai/gpt-4o-mini,text_only,105,3.45,N,llm_only,8870
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.11,Materials: Hybrids,openai/gpt-4o-mini,text_only,5,"(18.76, 6.87)",N,llm_only,21109
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 7.3,Materials: Metals,openai/gpt-4o-mini,text_only,153.5,128,N,llm_only,13593
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 8.1,Materials: Metals,openai/gpt-4o-mini,text_only,0.95,0.95,Y,llm_only,14501
